Frame X Y
1255 111.62 74.49
1256 115.81 72.09
1257 119.25 68.78
1258 124.87 65.27
1259 127.13 61.14
1260 129.95 58.01
1261 132.97 54.80
1262 136.27 51.54
1263 139.82 48.24
1264 142.45 46.05
1265 145.78 44.57
1266 149.47 43.06
1267 152.79 41.98
1268 156.32 41.16
1269 161.02 40.12
1270 164.01 38.63
1271 167.14 36.59
1272 170.66 34.86
1273 174.06 33.43
1274 177.30 32.91
1275 179.40 32.91
1276 184.20 32.91
1277 188.30 34.00
1278 191.15 34.74
1279 195.36 34.74
1280 198.19 34.74
1281 201.20 34.70
1282 204.49 33.37
1283 208.19 32.91
1284 211.54 32.91
1285 213.64 32.91
1286 216.84 33.75
1287 219.19 34.42
1288 220.98 35.13
1289 223.33 35.81
1290 224.76 37.28
1291 226.91 37.36
1292 228.47 37.45
1293 229.85 37.60
1294 233.41 37.60
1295 234.82 37.60
1296 235.91 37.26
1297 237.74 36.38
1298 238.70 35.54
1299 239.75 35.50
1300 240.59 35.50
1301 240.67 35.54
1302 240.99 35.90
1303 241.18 36.60
1304 241.39 36.92
1305 242.28 37.42
1306 242.54 37.57
1307 243.36 38.08
1308 244.49 38.94
1309 245.59 40.00
1310 246.72 40.62
1311 247.85 41.76
1312 248.56 42.60
1313 249.40 43.56
1314 250.35 43.85
1315 250.66 44.36
1316 250.71 44.37
1317 251.23 44.66
1318 251.68 45.24
1319 252.33 46.17
1320 252.81 46.65
1321 253.25 48.33
1322 253.72 48.67
1323 253.99 49.10
1324 253.99 49.13
1325 253.99 49.51
1326 253.18 50.15
1327 252.62 50.65
1328 252.32 50.66
1329 252.15 50.66
1330 251.83 50.65
1331 251.77 50.47
1332 251.05 49.92
1333 250.34 49.45
1334 249.70 48.80
1335 249.56 48.17
1336 249.45 47.94
1337 249.45 47.23
1338 249.46 46.59
1339 249.55 46.54
1340 249.55 46.48
1341 249.66 45.33
1342 250.53 44.22
1343 250.64 43.63
1344 250.96 43.16
1345 250.96 42.98
1346 250.96 42.09
1347 250.85 41.82
1348 250.71 41.74
1349 250.66 41.48
1350 250.62 41.18
1351 250.66 40.98
1352 250.66 40.95
1353 250.99 40.38
1354 251.17 40.31
1355 251.27 40.31
1356 251.34 40.31
1357 251.34 41.13
1358 251.27 41.40
1359 251.24 41.41
1360 251.24 41.41
1361 251.24 41.41
1362 251.25 41.34
1363 251.35 41.27
1364 251.35 41.25
1365 251.35 41.22
1366 251.35 41.22
1367 251.35 41.25
1368 251.74 41.45
1369 251.75 41.48
1370 251.77 41.51
1371 251.77 41.52
